date,State,Type,Confirmed
Mar 1 2017,Northern Territory,B,37
Mar 1 2017,Northern Territory,C,0
Mar 1 2017,Northern Territory,A and B,0
Mar 1 2017,Northern Territory,Untyped,0
Mar 1 2017,Queensland,A(H1N1)pdm09,10
Mar 1 2017,Queensland,A(H3N2),167
Mar 1 2017,Queensland,A(unsubtyped),872
Mar 1 2017,Queensland,B,117
Mar 1 2017,Queensland,C,0
Mar 1 2017,Queensland,A and B,0
Mar 1 2017,Queensland,Untyped,0
Mar 1 2017,South Australia,A(H1N1)pdm09,0
Mar 1 2017,South Australia,A(H3N2),0
Mar 1 2017,South Australia,A(unsubtyped),241
Mar 1 2017,South Australia,B,88
Mar 1 2017,South Australia,C,0
Mar 1 2017,South Australia,A and B,0
Mar 1 2017,South Australia,Untyped,0
Mar 1 2017,Tasmania,A(H1N1)pdm09,1
Mar 1 2017,Tasmania,A(H3N2),11
Mar 1 2017,Tasmania,A(unsubtyped),24
Mar 1 2017,Tasmania,B,8
Mar 1 2017,Tasmania,C,0
Mar 1 2017,Tasmania,A and B,0
Mar 1 2017,Tasmania,Untyped,0
Mar 1 2017,Victoria,A(H1N1)pdm09,18
Mar 1 2017,Victoria,A(H3N2),1
Mar 1 2017,Victoria,A(unsubtyped),281
Mar 1 2017,Victoria,B,67
Mar 1 2017,Victoria,C,0
Mar 1 2017,Victoria,A and B,2
Mar 1 2017,Victoria,Untyped,2
Mar 1 2017,Western Australia,A(H1N1)pdm09,7
Mar 1 2017,Western Australia,A(H3N2),22
Mar 1 2017,Western Australia,A(unsubtyped),98
Mar 1 2017,Western Australia,B,25
Mar 1 2017,Western Australia,C,0
Mar 1 2017,Western Australia,A and B,0
Mar 1 2017,Western Australia,Untyped,0
Apr 1 2017,New South Wales,A(H1N1)pdm09,18
Apr 1 2017,New South Wales,A(H3N2),71
Apr 1 2017,New South Wales,A(unsubtyped),316
Apr 1 2017,New South Wales,B,138
Apr 1 2017,New South Wales,C,0
Apr 1 2017,New South Wales,A and B,2
Apr 1 2017,New South Wales,Untyped,0
Apr 1 2017,Northern Territory,A(H1N1)pdm09,3
Apr 1 2017,Northern Territory,A(H3N2),10
Apr 1 2017,Northern Territory,A(unsubtyped),9
Apr 1 2017,Northern Territory,B,14
Apr 1 2017,Northern Territory,C,0
Apr 1 2017,Northern Territory,A and B,0
Apr 1 2017,Northern Territory,Untyped,0
Apr 1 2017,Queensland,A(H1N1)pdm09,14
Apr 1 2017,Queensland,A(H3N2),80
Apr 1 2017,Queensland,A(unsubtyped),411
Apr 1 2017,Queensland,B,133
Apr 1 2017,Queensland,C,0
Apr 1 2017,Queensland,A and B,0
Apr 1 2017,Queensland,Untyped,0
Apr 1 2017,South Australia,A(H1N1)pdm09,0
Apr 1 2017,South Australia,A(H3N2),0
Apr 1 2017,South Australia,A(unsubtyped),188
Apr 1 2017,South Australia,B,63
Apr 1 2017,South Australia,C,0
Apr 1 2017,South Australia,A and B,0
Apr 1 2017,South Australia,Untyped,0
Apr 1 2017,Tasmania,A(H1N1)pdm09,1
Apr 1 2017,Tasmania,A(H3N2),4
Apr 1 2017,Tasmania,A(unsubtyped),19
Apr 1 2017,Tasmania,B,8
Apr 1 2017,Tasmania,C,0
Apr 1 2017,Tasmania,A and B,0
Apr 1 2017,Tasmania,Untyped,0
Apr 1 2017,Victoria,A(H1N1)pdm09,4
Apr 1 2017,Victoria,A(H3N2),1
Apr 1 2017,Victoria,A(unsubtyped),224
Apr 1 2017,Victoria,B,57
Apr 1 2017,Victoria,C,0
Apr 1 2017,Victoria,A and B,1
Apr 1 2017,Victoria,Untyped,0
Apr 1 2017,Western Australia,A(H1N1)pdm09,9
Apr 1 2017,Western Australia,A(H3N2),15
Apr 1 2017,Western Australia,A(unsubtyped),51
Apr 1 2017,Western Australia,B,23
Apr 1 2017,Western Australia,C,0
Apr 1 2017,Western Australia,A and B,0
Apr 1 2017,Western Australia,Untyped,0
May 1 2017,New South Wales,A(H1N1)pdm09,27
May 1 2017,New South Wales,A(H3N2),37
May 1 2017,New South Wales,A(unsubtyped),450
May 1 2017,New South Wales,B,318
May 1 2017,New South Wales,C,0
May 1 2017,New South Wales,A and B,3
May 1 2017,New South Wales,Untyped,0
May 1 2017,Northern Territory,A(H1N1)pdm09,5
May 1 2017,Northern Territory,A(H3N2),2
May 1 2017,Northern Territory,A(unsubtyped),7
May 1 2017,Northern Territory,B,9
May 1 2017,Northern Territory,C,0
May 1 2017,Northern Territory,A and B,0
May 1 2017,Northern Territory,Untyped,0
May 1 2017,Queensland,A(H1N1)pdm09,53
May 1 2017,Queensland,A(H3N2),75
May 1 2017,Queensland,A(unsubtyped),408
May 1 2017,Queensland,B,166
May 1 2017,Queensland,C,0
May 1 2017,Queensland,A and B,0
May 1 2017,Queensland,Untyped,0
May 1 2017,South Australia,A(H1N1)pdm09,4
May 1 2017,South Australia,A(H3N2),0
May 1 2017,South Australia,A(unsubtyped),322
May 1 2017,South Australia,B,84
May 1 2017,South Australia,C,0
May 1 2017,South Australia,A and B,0
May 1 2017,South Australia,Untyped,0
May 1 2017,Tasmania,A(H1N1)pdm09,1
May 1 2017,Tasmania,A(H3N2),6
May 1 2017,Tasmania,A(unsubtyped),21
May 1 2017,Tasmania,B,4
May 1 2017,Tasmania,C,0
May 1 2017,Tasmania,A and B,0
May 1 2017,Tasmania,Untyped,0
May 1 2017,Victoria,A(H1N1)pdm09,8
May 1 2017,Victoria,A(H3N2),2
May 1 2017,Victoria,A(unsubtyped),323
May 1 2017,Victoria,B,139
May 1 2017,Victoria,C,0
May 1 2017,Victoria,A and B,2
May 1 2017,Victoria,Untyped,0
May 1 2017,Western Australia,A(H1N1)pdm09,26
May 1 2017,Western Australia,A(H3N2),30
May 1 2017,Western Australia,A(unsubtyped),53
May 1 2017,Western Australia,B,33
May 1 2017,Western Australia,C,0
May 1 2017,Western Australia,A and B,0
May 1 2017,Western Australia,Untyped,0
Jun 1 2017,New South Wales,A(H1N1)pdm09,71
Jun 1 2017,New South Wales,A(H3N2),118
Jun 1 2017,New South Wales,A(unsubtyped),1357
Jun 1 2017,New South Wales,B,1700
Jun 1 2017,New South Wales,C,0
Jun 1 2017,New South Wales,A and B,3
Jun 1 2017,New South Wales,Untyped,0
Jun 1 2017,Northern Territory,A(H1N1)pdm09,1
Jun 1 2017,Northern Territory,A(H3N2),4
Jun 1 2017,Northern Territory,A(unsubtyped),12
Jun 1 2017,Northern Territory,B,9
Jun 1 2017,Northern Territory,C,0
Jun 1 2017,Northern Territory,A and B,0
Jun 1 2017,Northern Territory,Untyped,0
Jun 1 2017,Queensland,A(H1N1)pdm09,107
Jun 1 2017,Queensland,A(H3N2),110
Jun 1 2017,Queensland,A(unsubtyped),1145
Jun 1 2017,Queensland,B,530
Jun 1 2017,Queensland,C,0
Jun 1 2017,Queensland,A and B,0
Jun 1 2017,Queensland,Untyped,0
Jun 1 2017,South Australia,A(H1N1)pdm09,0
Jun 1 2017,South Australia,A(H3N2),0
Jun 1 2017,South Australia,A(unsubtyped),979
Jun 1 2017,South Australia,B,234
Jun 1 2017,South Australia,C,0
Jun 1 2017,South Australia,A and B,0
Jun 1 2017,South Australia,Untyped,0
Jun 1 2017,Tasmania,A(H1N1)pdm09,2
Jun 1 2017,Tasmania,A(H3N2),10
Jun 1 2017,Tasmania,A(unsubtyped),25
Jun 1 2017,Tasmania,B,31
Jun 1 2017,Tasmania,C,0
Jun 1 2017,Tasmania,A and B,0
Jun 1 2017,Tasmania,Untyped,0
Jun 1 2017,Victoria,A(H1N1)pdm09,48
Jun 1 2017,Victoria,A(H3N2),1
Jun 1 2017,Victoria,A(unsubtyped),955
Jun 1 2017,Victoria,B,343
Jun 1 2017,Victoria,C,0
Jun 1 2017,Victoria,A and B,1
Jun 1 2017,Victoria,Untyped,1
Jun 1 2017,Western Australia,A(H1N1)pdm09,60
Jun 1 2017,Western Australia,A(H3N2),33
Jun 1 2017,Western Australia,A(unsubtyped),135
Jun 1 2017,Western Australia,B,52
Jun 1 2017,Western Australia,C,0
Jun 1 2017,Western Australia,A and B,0
Jun 1 2017,Western Australia,Untyped,0
Jul 1 2017,New South Wales,A(H1N1)pdm09,232
Jul 1 2017,New South Wales,A(H3N2),945
Jul 1 2017,New South Wales,A(unsubtyped),7615
Jul 1 2017,New South Wales,B,4283
Jul 1 2017,New South Wales,C,0
Jul 1 2017,New South Wales,A and B,42
Jul 1 2017,New South Wales,Untyped,0
Jul 1 2017,Northern Territory,A(H1N1)pdm09,11
Jul 1 2017,Northern Territory,A(H3N2),21
Jul 1 2017,Northern Territory,A(unsubtyped),8
Jul 1 2017,Northern Territory,B,15
Jul 1 2017,Northern Territory,C,0
Jul 1 2017,Northern Territory,A and B,0
Jul 1 2017,Northern Territory,Untyped,0
Jul 1 2017,Queensland,A(H1N1)pdm09,97
Jul 1 2017,Queensland,A(H3N2),335
Jul 1 2017,Queensland,A(unsubtyped),2856
Jul 1 2017,Queensland,B,1194
Jul 1 2017,Queensland,C,0
Jul 1 2017,Queensland,A and B,0
Jul 1 2017,Queensland,Untyped,0
Jul 1 2017,South Australia,A(H1N1)pdm09,1
Jul 1 2017,South Australia,A(H3N2),0
Jul 1 2017,South Australia,A(unsubtyped),2255
Jul 1 2017,South Australia,B,576
Jul 1 2017,South Australia,C,0
Jul 1 2017,South Australia,A and B,0
Jul 1 2017,South Australia,Untyped,0
Jul 1 2017,Tasmania,A(H1N1)pdm09,1
Jul 1 2017,Tasmania,A(H3N2),100
Jul 1 2017,Tasmania,A(unsubtyped),73
Jul 1 2017,Tasmania,B,107
Jul 1 2017,Tasmania,C,0
Jul 1 2017,Tasmania,A and B,0
Jul 1 2017,Tasmania,Untyped,0
Jul 1 2017,Victoria,A(H1N1)pdm09,134
Jul 1 2017,Victoria,A(H3N2),25
Jul 1 2017,Victoria,A(unsubtyped),3886
Jul 1 2017,Victoria,B,950
Jul 1 2017,Victoria,C,0
Jul 1 2017,Victoria,A and B,11
Jul 1 2017,Victoria,Untyped,1
Jul 1 2017,Western Australia,A(H1N1)pdm09,60
Jul 1 2017,Western Australia,A(H3N2),124
Jul 1 2017,Western Australia,A(unsubtyped),236
Jul 1 2017,Western Australia,B,93
Jul 1 2017,Western Australia,C,0
Jul 1 2017,Western Australia,A and B,0
Jul 1 2017,Western Australia,Untyped,0
Aug 1 2017,New South Wales,A(H1N1)pdm09,439
Aug 1 2017,New South Wales,A(H3N2),2415
Aug 1 2017,New South Wales,A(unsubtyped),24373
Aug 1 2017,New South Wales,B,15684
Aug 1 2017,New South Wales,C,0
Aug 1 2017,New South Wales,A and B,176
Aug 1 2017,New South Wales,Untyped,0
Aug 1 2017,Northern Territory,A(H1N1)pdm09,11
Aug 1 2017,Northern Territory,A(H3N2),77
Aug 1 2017,Northern Territory,A(unsubtyped),73
Aug 1 2017,Northern Territory,B,78
Aug 1 2017,Northern Territory,C,0
Aug 1 2017,Northern Territory,A and B,1
Aug 1 2017,Northern Territory,Untyped,0
Aug 1 2017,Queensland,A(H1N1)pdm09,129
Aug 1 2017,Queensland,A(H3N2),755
Aug 1 2017,Queensland,A(unsubtyped),12903
Aug 1 2017,Queensland,B,5467
Aug 1 2017,Queensland,C,0
Aug 1 2017,Queensland,A and B,0
Aug 1 2017,Queensland,Untyped,0
Aug 1 2017,South Australia,A(H1N1)pdm09,0
Aug 1 2017,South Australia,A(H3N2),0
Aug 1 2017,South Australia,A(unsubtyped),4012
Aug 1 2017,South Australia,B,1570
Aug 1 2017,South Australia,C,0
Aug 1 2017,South Australia,A and B,0
Aug 1 2017,South Australia,Untyped,0
Aug 1 2017,Tasmania,A(H1N1)pdm09,38
Aug 1 2017,Tasmania,A(H3N2),212
Aug 1 2017,Tasmania,A(unsubtyped),392
Aug 1 2017,Tasmania,B,313
Aug 1 2017,Tasmania,C,0
Aug 1 2017,Tasmania,A and B,0
Aug 1 2017,Tasmania,Untyped,0
Aug 1 2017,Victoria,A(H1N1)pdm09,378
Aug 1 2017,Victoria,A(H3N2),25
Aug 1 2017,Victoria,A(unsubtyped),9449
Aug 1 2017,Victoria,B,3829
Aug 1 2017,Victoria,C,0
Aug 1 2017,Victoria,A and B,52
Aug 1 2017,Victoria,Untyped,6
Aug 1 2017,Western Australia,A(H1N1)pdm09,81
Aug 1 2017,Western Australia,A(H3N2),284
Aug 1 2017,Western Australia,A(unsubtyped),479
Aug 1 2017,Western Australia,B,162
Aug 1 2017,Western Australia,C,0
Aug 1 2017,Western Australia,A and B,0
Aug 1 2017,Western Australia,Untyped,0
Sep 1 2017,New South Wales,A(H1N1)pdm09,265
Sep 1 2017,New South Wales,A(H3N2),875
Sep 1 2017,New South Wales,A(unsubtyped),16067
Sep 1 2017,New South Wales,B,17586
Sep 1 2017,New South Wales,C,0
Sep 1 2017,New South Wales,A and B,245
Sep 1 2017,New South Wales,Untyped,1
Sep 1 2017,Northern Territory,A(H1N1)pdm09,8
Sep 1 2017,Northern Territory,A(H3N2),122
Sep 1 2017,Northern Territory,A(unsubtyped),97
Sep 1 2017,Northern Territory,B,149
Sep 1 2017,Northern Territory,C,0
Sep 1 2017,Northern Territory,A and B,1
Sep 1 2017,Northern Territory,Untyped,0
Sep 1 2017,Queensland,A(H1N1)pdm09,100
Sep 1 2017,Queensland,A(H3N2),620
Sep 1 2017,Queensland,A(unsubtyped),11994
Sep 1 2017,Queensland,B,8397
Sep 1 2017,Queensland,C,0
Sep 1 2017,Queensland,A and B,0
Sep 1 2017,Queensland,Untyped,0
Sep 1 2017,South Australia,A(H1N1)pdm09,0
Sep 1 2017,South Australia,A(H3N2),0
Sep 1 2017,South Australia,A(unsubtyped),8028
Sep 1 2017,South Australia,B,4653
Sep 1 2017,South Australia,C,0
Sep 1 2017,South Australia,A and B,0
Sep 1 2017,South Australia,Untyped,0
Sep 1 2017,Tasmania,A(H1N1)pdm09,51
Sep 1 2017,Tasmania,A(H3N2),393
Sep 1 2017,Tasmania,A(unsubtyped),724
Sep 1 2017,Tasmania,B,520
Sep 1 2017,Tasmania,C,0
Sep 1 2017,Tasmania,A and B,0
Sep 1 2017,Tasmania,Untyped,0
Sep 1 2017,Victoria,A(H1N1)pdm09,356
Sep 1 2017,Victoria,A(H3N2),22
Sep 1 2017,Victoria,A(unsubtyped),10103
Sep 1 2017,Victoria,B,10801
Sep 1 2017,Victoria,C,0
Sep 1 2017,Victoria,A and B,84
Sep 1 2017,Victoria,Untyped,28
Sep 1 2017,Western Australia,A(H1N1)pdm09,204
Sep 1 2017,Western Australia,A(H3N2),635
Sep 1 2017,Western Australia,A(unsubtyped),860
Sep 1 2017,Western Australia,B,336
Sep 1 2017,Western Australia,C,0
Sep 1 2017,Western Australia,A and B,0
Sep 1 2017,Western Australia,Untyped,0
Oct 1 2017,New South Wales,A(H1N1)pdm09,39
Oct 1 2017,New South Wales,A(H3N2),112
Oct 1 2017,New South Wales,A(unsubtyped),1569
Oct 1 2017,New South Wales,B,2752
Oct 1 2017,New South Wales,C,0
Oct 1 2017,New South Wales,A and B,13
Oct 1 2017,New South Wales,Untyped,0
Oct 1 2017,Northern Territory,A(H1N1)pdm09,2
Oct 1 2017,Northern Territory,A(H3N2),36
Oct 1 2017,Northern Territory,A(unsubtyped),31
Oct 1 2017,Northern Territory,B,95
Oct 1 2017,Northern Territory,C,0
Oct 1 2017,Northern Territory,A and B,1
Oct 1 2017,Northern Territory,Untyped,0
Oct 1 2017,Queensland,A(H1N1)pdm09,18
Oct 1 2017,Queensland,A(H3N2),138
Oct 1 2017,Queensland,A(unsubtyped),1509
Oct 1 2017,Queensland,B,1807
Oct 1 2017,Queensland,C,0
Oct 1 2017,Queensland,A and B,0
Oct 1 2017,Queensland,Untyped,0
Oct 1 2017,South Australia,A(H1N1)pdm09,0
Oct 1 2017,South Australia,A(H3N2),0
Oct 1 2017,South Australia,A(unsubtyped),1427
Oct 1 2017,South Australia,B,1955
Oct 1 2017,South Australia,C,0
Oct 1 2017,South Australia,A and B,0
Oct 1 2017,South Australia,Untyped,0
Oct 1 2017,Tasmania,A(H1N1)pdm09,4
Oct 1 2017,Tasmania,A(H3N2),47
Oct 1 2017,Tasmania,A(unsubtyped),96
Oct 1 2017,Tasmania,B,106
Oct 1 2017,Tasmania,C,0
Oct 1 2017,Tasmania,A and B,0
Oct 1 2017,Tasmania,Untyped,0
Oct 1 2017,Victoria,A(H1N1)pdm09,24
Oct 1 2017,Victoria,A(H3N2),2
Oct 1 2017,Victoria,A(unsubtyped),1307
Oct 1 2017,Victoria,B,2685
Oct 1 2017,Victoria,C,0
Oct 1 2017,Victoria,A and B,7
Oct 1 2017,Victoria,Untyped,21
Oct 1 2017,Western Australia,A(H1N1)pdm09,62
Oct 1 2017,Western Australia,A(H3N2),195
Oct 1 2017,Western Australia,A(unsubtyped),363
Oct 1 2017,Western Australia,B,241
Oct 1 2017,Western Australia,C,0
Oct 1 2017,Western Australia,A and B,0
Oct 1 2017,Western Australia,Untyped,0
Nov 1 2017,New South Wales,A(H1N1)pdm09,12
Nov 1 2017,New South Wales,A(H3N2),21
Nov 1 2017,New South Wales,A(unsubtyped),306
Nov 1 2017,New South Wales,B,292
Nov 1 2017,New South Wales,C,0
Nov 1 2017,New South Wales,A and B,1
Nov 1 2017,New South Wales,Untyped,0
Nov 1 2017,Northern Territory,A(H1N1)pdm09,3
Nov 1 2017,Northern Territory,A(H3N2),9
Nov 1 2017,Northern Territory,A(unsubtyped),13
Nov 1 2017,Northern Territory,B,27
Nov 1 2017,Northern Territory,C,0
Nov 1 2017,Northern Territory,A and B,0
Nov 1 2017,Northern Territory,Untyped,0
Nov 1 2017,Queensland,A(H1N1)pdm09,12
Nov 1 2017,Queensland,A(H3N2),74
Nov 1 2017,Queensland,A(unsubtyped),468
Nov 1 2017,Queensland,B,585
Nov 1 2017,Queensland,C,0
Nov 1 2017,Queensland,A and B,0
Nov 1 2017,Queensland,Untyped,0
Nov 1 2017,South Australia,A(H1N1)pdm09,0
Nov 1 2017,South Australia,A(H3N2),0
Nov 1 2017,South Australia,A(unsubtyped),155
Nov 1 2017,South Australia,B,665
Nov 1 2017,South Australia,C,0
Nov 1 2017,South Australia,A and B,0
Nov 1 2017,South Australia,Untyped,0
Nov 1 2017,Tasmania,A(H1N1)pdm09,0
Nov 1 2017,Tasmania,A(H3N2),7
Nov 1 2017,Tasmania,A(unsubtyped),29
Nov 1 2017,Tasmania,B,26
Nov 1 2017,Tasmania,C,0
Nov 1 2017,Tasmania,A and B,0
Nov 1 2017,Tasmania,Untyped,0
Nov 1 2017,Victoria,A(H1N1)pdm09,1
Nov 1 2017,Victoria,A(H3N2),1
Nov 1 2017,Victoria,A(unsubtyped),250
Nov 1 2017,Victoria,B,339
Nov 1 2017,Victoria,C,0
Nov 1 2017,Victoria,A and B,1
Nov 1 2017,Victoria,Untyped,18
Nov 1 2017,Western Australia,A(H1N1)pdm09,15
Nov 1 2017,Western Australia,A(H3N2),68
Nov 1 2017,Western Australia,A(unsubtyped),131
Nov 1 2017,Western Australia,B,171
Nov 1 2017,Western Australia,C,0
Nov 1 2017,Western Australia,A and B,0
Nov 1 2017,Western Australia,Untyped,0
Des 1 2017,New South Wales,A(H1N1)pdm09,18
Des 1 2017,New South Wales,A(H3N2),20
Des 1 2017,New South Wales,A(unsubtyped),288
Des 1 2017,New South Wales,B,181
Des 1 2017,New South Wales,C,0
Des 1 2017,New South Wales,A and B,2
Des 1 2017,New South Wales,Untyped,0
Des 1 2017,Northern Territory,A(H1N1)pdm09,2
Des 1 2017,Northern Territory,A(H3N2),3
Des 1 2017,Northern Territory,A(unsubtyped),7
Des 1 2017,Northern Territory,B,18
Des 1 2017,Northern Territory,C,0
Des 1 2017,Northern Territory,A and B,0
Des 1 2017,Northern Territory,Untyped,0
Des 1 2017,Queensland,A(H1N1)pdm09,27
Des 1 2017,Queensland,A(H3N2),101
Des 1 2017,Queensland,A(unsubtyped),499
Des 1 2017,Queensland,B,298
Des 1 2017,Queensland,C,0
Des 1 2017,Queensland,A and B,0
Des 1 2017,Queensland,Untyped,0
Des 1 2017,South Australia,A(H1N1)pdm09,0
Des 1 2017,South Australia,A(H3N2),0
Des 1 2017,South Australia,A(unsubtyped),155
Des 1 2017,South Australia,B,229
Des 1 2017,South Australia,C,0
Des 1 2017,South Australia,A and B,0
Des 1 2017,South Australia,Untyped,0
Des 1 2017,Tasmania,A(H1N1)pdm09,1
Des 1 2017,Tasmania,A(H3N2),2
Des 1 2017,Tasmania,A(unsubtyped),24
Des 1 2017,Tasmania,B,5
Des 1 2017,Tasmania,C,0
Des 1 2017,Tasmania,A and B,0
Des 1 2017,Tasmania,Untyped,0
Des 1 2017,Victoria,A(H1N1)pdm09,9
Des 1 2017,Victoria,A(H3N2),0
Des 1 2017,Victoria,A(unsubtyped),136
Des 1 2017,Victoria,B,81
Des 1 2017,Victoria,C,0
Des 1 2017,Victoria,A and B,0
Des 1 2017,Victoria,Untyped,6
Des 1 2017,Western Australia,A(H1N1)pdm09,22
Des 1 2017,Western Australia,A(H3N2),40
Des 1 2017,Western Australia,A(unsubtyped),91
Des 1 2017,Western Australia,B,122
Des 1 2017,Western Australia,C,0
Des 1 2017,Western Australia,A and B,0
Des 1 2017,Western Australia,Untyped,0
Jan 1 2018,New South Wales,A(H1N1)pdm09,31
Jan 1 2018,New South Wales,A(H3N2),18
Jan 1 2018,New South Wales,A(unsubtyped),506
Jan 1 2018,New South Wales,B,520
Jan 1 2018,New South Wales,C,0
Jan 1 2018,New South Wales,A and B,3
Jan 1 2018,New South Wales,Untyped,0
Jan 1 2018,Northern Territory,A(H1N1)pdm09,2
Jan 1 2018,Northern Territory,A(H3N2),3
Jan 1 2018,Northern Territory,A(unsubtyped),18
Jan 1 2018,Northern Territory,B,12
Jan 1 2018,Northern Territory,C,0
Jan 1 2018,Northern Territory,A and B,0
Jan 1 2018,Northern Territory,Untyped,0
Jan 1 2018,Queensland,A(H1N1)pdm09,27
Jan 1 2018,Queensland,A(H3N2),76
Jan 1 2018,Queensland,A(unsubtyped),425
Jan 1 2018,Queensland,B,419
Jan 1 2018,Queensland,C,0
Jan 1 2018,Queensland,A and B,0
Jan 1 2018,Queensland,Untyped,0
Jan 1 2018,South Australia,A(H1N1)pdm09,0
Jan 1 2018,South Australia,A(H3N2),0
Jan 1 2018,South Australia,A(unsubtyped),162
Jan 1 2018,South Australia,B,156
Jan 1 2018,South Australia,C,0
Jan 1 2018,South Australia,A and B,0
Jan 1 2018,South Australia,Untyped,0
Jan 1 2018,Tasmania,A(H1N1)pdm09,0
Jan 1 2018,Tasmania,A(H3N2),1
Jan 1 2018,Tasmania,A(unsubtyped),8
Jan 1 2018,Tasmania,B,6
Jan 1 2018,Tasmania,C,0
Jan 1 2018,Tasmania,A and B,0
Jan 1 2018,Tasmania,Untyped,0
Jan 1 2018,Victoria,A(H1N1)pdm09,2
Jan 1 2018,Victoria,A(H3N2),0
Jan 1 2018,Victoria,A(unsubtyped),272
Jan 1 2018,Victoria,B,264
Jan 1 2018,Victoria,C,0
Jan 1 2018,Victoria,A and B,3
Jan 1 2018,Victoria,Untyped,11
Jan 1 2018,Western Australia,A(H1N1)pdm09,22
Jan 1 2018,Western Australia,A(H3N2),27
Jan 1 2018,Western Australia,A(unsubtyped),79
Jan 1 2018,Western Australia,B,96
Jan 1 2018,Western Australia,C,0
Jan 1 2018,Western Australia,A and B,0
Jan 1 2018,Western Australia,Untyped,0
Feb 1 2018,New South Wales,A(H1N1)pdm09,38
Feb 1 2018,New South Wales,A(H3N2),48
Feb 1 2018,New South Wales,A(unsubtyped),519
Feb 1 2018,New South Wales,B,551
Feb 1 2018,New South Wales,C,0
Feb 1 2018,New South Wales,A and B,8
Feb 1 2018,New South Wales,Untyped,0
Feb 1 2018,Northern Territory,A(H1N1)pdm09,0
Feb 1 2018,Northern Territory,A(H3N2),1
Feb 1 2018,Northern Territory,A(unsubtyped),4
Feb 1 2018,Northern Territory,B,15
Feb 1 2018,Northern Territory,C,0
Feb 1 2018,Northern Territory,A and B,0
Feb 1 2018,Northern Territory,Untyped,0
Feb 1 2018,Queensland,A(H1N1)pdm09,47
Feb 1 2018,Queensland,A(H3N2),59
Feb 1 2018,Queensland,A(unsubtyped),476
Feb 1 2018,Queensland,B,455
Feb 1 2018,Queensland,C,0
Feb 1 2018,Queensland,A and B,0
Feb 1 2018,Queensland,Untyped,0
Feb 1 2018,South Australia,A(H1N1)pdm09,0
Feb 1 2018,South Australia,A(H3N2),0
Feb 1 2018,South Australia,A(unsubtyped),158
Feb 1 2018,South Australia,B,183
Feb 1 2018,South Australia,C,0
Feb 1 2018,South Australia,A and B,0
Feb 1 2018,South Australia,Untyped,0
Feb 1 2018,Tasmania,A(H1N1)pdm09,2
Feb 1 2018,Tasmania,A(H3N2),5
Feb 1 2018,Tasmania,A(unsubtyped),6
Feb 1 2018,Tasmania,B,10
Feb 1 2018,Tasmania,C,0
Feb 1 2018,Tasmania,A and B,0
Feb 1 2018,Tasmania,Untyped,0
Feb 1 2018,Victoria,A(H1N1)pdm09,2
Feb 1 2018,Victoria,A(H3N2),0
Feb 1 2018,Victoria,A(unsubtyped),235
Feb 1 2018,Victoria,B,280
Feb 1 2018,Victoria,C,0
Feb 1 2018,Victoria,A and B,1
Feb 1 2018,Victoria,Untyped,15
Feb 1 2018,Western Australia,A(H1N1)pdm09,30
Feb 1 2018,Western Australia,A(H3N2),55
Feb 1 2018,Western Australia,A(unsubtyped),118
Feb 1 2018,Western Australia,B,141
Feb 1 2018,Western Australia,C,0
Feb 1 2018,Western Australia,A and B,0
Feb 1 2018,Western Australia,Untyped,0
Mar 1 2018,New South Wales,A(H1N1)pdm09,35
Mar 1 2018,New South Wales,A(H3N2),37
Mar 1 2018,New South Wales,A(unsubtyped),539
Mar 1 2018,New South Wales,B,470
Mar 1 2018,New South Wales,C,0
Mar 1 2018,New South Wales,A and B,2
Mar 1 2018,New South Wales,Untyped,0
Mar 1 2018,Northern Territory,A(H1N1)pdm09,1
Mar 1 2018,Northern Territory,A(H3N2),9
Mar 1 2018,Northern Territory,A(unsubtyped),8
Mar 1 2018,Northern Territory,B,19
Mar 1 2018,Northern Territory,C,0
Mar 1 2018,Northern Territory,A and B,0
Mar 1 2018,Northern Territory,Untyped,0
Mar 1 2018,Queensland,A(H1N1)pdm09,46
Mar 1 2018,Queensland,A(H3N2),61
Mar 1 2018,Queensland,A(unsubtyped),675
Mar 1 2018,Queensland,B,586
Mar 1 2018,Queensland,C,0
Mar 1 2018,Queensland,A and B,0
Mar 1 2018,Queensland,Untyped,0
Mar 1 2018,South Australia,A(H1N1)pdm09,0
Mar 1 2018,South Australia,A(H3N2),0
Mar 1 2018,South Australia,A(unsubtyped),226
Mar 1 2018,South Australia,B,168
Mar 1 2018,South Australia,C,0
Mar 1 2018,South Australia,A and B,0
Mar 1 2018,South Australia,Untyped,0
Mar 1 2018,Tasmania,A(H1N1)pdm09,0
Mar 1 2018,Tasmania,A(H3N2),3
Mar 1 2018,Tasmania,A(unsubtyped),17
Mar 1 2018,Tasmania,B,11
Mar 1 2018,Tasmania,C,0
Mar 1 2018,Tasmania,A and B,0
Mar 1 2018,Tasmania,Untyped,0
Mar 1 2018,Victoria,A(H1N1)pdm09,13
Mar 1 2018,Victoria,A(H3N2),0
Mar 1 2018,Victoria,A(unsubtyped),251
Mar 1 2018,Victoria,B,265
Mar 1 2018,Victoria,C,0
Mar 1 2018,Victoria,A and B,3
Mar 1 2018,Victoria,Untyped,10
Mar 1 2018,Western Australia,A(H1N1)pdm09,27
Mar 1 2018,Western Australia,A(H3N2),36
Mar 1 2018,Western Australia,A(unsubtyped),121
Mar 1 2018,Western Australia,B,113
Mar 1 2018,Western Australia,C,0
